,abilities_number,ability_1,ability_2,ability_hidden,attack,base_experience,base_friendship,catch_rate,defense,egg_cycles,egg_type_1,egg_type_2,egg_type_number,generation,growth_rate,height_m,hp,is_legendary,is_mythical,is_sub_legendary,name,percentage_male,pokedex_number,sp_attack,sp_defense,species,speed,total_points,type_1,type_2,type_number,weight_kg
218,3,Synchronize,Early Bird,Magic Bounce,75.0,165.0,70.0,75.0,70.0,20.0,Flying,,1,2,Medium Fast,1.5,65.0,0,0,0,Xatu,50.0,178,95.0,70.0,Mystic Pokémon,95.0,470.0,Psychic,Flying,2,15.0
219,2,Static,,Plus,40.0,56.0,70.0,235.0,40.0,20.0,Field,Monster,2,2,Medium Slow,0.6,55.0,0,0,0,Mareep,50.0,179,65.0,45.0,Wool Pokémon,35.0,280.0,Electric,,1,7.8
220,2,Static,,Plus,55.0,128.0,70.0,120.0,55.0,20.0,Field,Monster,2,2,Medium Slow,0.8,70.0,0,0,0,Flaaffy,50.0,180,80.0,60.0,Wool Pokémon,45.0,365.0,Electric,,1,13.3
221,2,Static,,Plus,75.0,230.0,70.0,45.0,85.0,20.0,Field,Monster,2,2,Medium Slow,1.4,90.0,0,0,0,Ampharos,50.0,181,115.0,90.0,Light Pokémon,55.0,510.0,Electric,,1,61.5
222,1,Mold Breaker,,,95.0,275.0,70.0,45.0,105.0,20.0,Field,Monster,2,2,Medium Slow,1.4,90.0,0,0,0,Mega Ampharos,50.0,181,165.0,110.0,Light Pokémon,45.0,610.0,Electric,Dragon,2,61.5
223,2,Chlorophyll,,Healer,80.0,221.0,70.0,45.0,95.0,20.0,Grass,,1,2,Medium Slow,0.4,75.0,0,0,0,Bellossom,50.0,182,90.0,100.0,Flower Pokémon,50.0,490.0,Grass,,1,5.8
224,3,Thick Fat,Huge Power,Sap Sipper,20.0,88.0,70.0,190.0,50.0,10.0,Fairy,Water 1,2,2,Fast,0.4,70.0,0,0,0,Marill,50.0,183,20.0,50.0,Aqua Mouse Pokémon,40.0,250.0,Water,Fairy,2,8.5
225,3,Thick Fat,Huge Power,Sap Sipper,50.0,189.0,70.0,75.0,80.0,10.0,Fairy,Water 1,2,2,Fast,0.8,100.0,0,0,0,Azumarill,50.0,184,60.0,80.0,Aqua Rabbit Pokémon,50.0,420.0,Water,Fairy,2,28.5
226,3,Sturdy,Rock Head,Rattled,100.0,144.0,70.0,65.0,115.0,20.0,Mineral,,1,2,Medium Fast,1.2,70.0,0,0,0,Sudowoodo,50.0,185,30.0,65.0,Imitation Pokémon,30.0,410.0,Rock,,1,38.0
227,3,Water Absorb,Damp,Drizzle,75.0,225.0,70.0,45.0,75.0,20.0,Water 1,,1,2,Medium Slow,1.1,90.0,0,0,0,Politoed,50.0,186,90.0,100.0,Frog Pokémon,70.0,500.0,Water,,1,33.9
228,3,Chlorophyll,Leaf Guard,Infiltrator,35.0,50.0,70.0,255.0,40.0,20.0,Fairy,Grass,2,2,Medium Slow,0.4,35.0,0,0,0,Hoppip,50.0,187,35.0,55.0,Cottonweed Pokémon,50.0,250.0,Grass,Flying,2,0.5
229,3,Chlorophyll,Leaf Guard,Infiltrator,45.0,119.0,70.0,120.0,50.0,20.0,Fairy,Grass,2,2,Medium Slow,0.6,55.0,0,0,0,Skiploom,50.0,188,45.0,65.0,Cottonweed Pokémon,80.0,340.0,Grass,Flying,2,1.0
230,3,Chlorophyll,Leaf Guard,Infiltrator,55.0,207.0,70.0,45.0,70.0,20.0,Fairy,Grass,2,2,Medium Slow,0.8,75.0,0,0,0,Jumpluff,50.0,189,55.0,95.0,Cottonweed Pokémon,110.0,460.0,Grass,Flying,2,3.0
231,3,Run Away,Pickup,Skill Link,70.0,72.0,70.0,45.0,55.0,20.0,Field,,1,2,Fast,0.8,55.0,0,0,0,Aipom,50.0,190,40.0,55.0,Long Tail Pokémon,85.0,360.0,Normal,,1,11.5
232,3,Chlorophyll,Solar Power,Early Bird,30.0,36.0,70.0,235.0,30.0,20.0,Grass,,1,2,Medium Slow,0.3,30.0,0,0,0,Sunkern,50.0,191,30.0,30.0,Seed Pokémon,30.0,180.0,Grass,,1,1.8
233,3,Chlorophyll,Solar Power,Early Bird,75.0,149.0,70.0,120.0,55.0,20.0,Grass,,1,2,Medium Slow,0.8,75.0,0,0,0,Sunflora,50.0,192,105.0,85.0,Sun Pokémon,30.0,425.0,Grass,,1,8.5
234,3,Speed Boost,Compound Eyes,Frisk,65.0,78.0,70.0,75.0,45.0,20.0,Bug,,1,2,Medium Fast,1.2,65.0,0,0,0,Yanma,50.0,193,75.0,45.0,Clear Wing Pokémon,95.0,390.0,Bug,Flying,2,38.0
235,3,Damp,Water Absorb,Unaware,45.0,42.0,70.0,255.0,45.0,20.0,Field,Water 1,2,2,Medium Fast,0.4,55.0,0,0,0,Wooper,50.0,194,25.0,25.0,Water Fish Pokémon,15.0,210.0,Water,Ground,2,8.5
236,3,Damp,Water Absorb,Unaware,85.0,151.0,70.0,90.0,85.0,20.0,Field,Water 1,2,2,Medium Fast,1.4,95.0,0,0,0,Quagsire,50.0,195,65.0,65.0,Water Fish Pokémon,35.0,430.0,Water,Ground,2,75.0
237,2,Synchronize,,Magic Bounce,65.0,184.0,70.0,45.0,60.0,35.0,Field,,1,2,Medium Fast,0.9,65.0,0,0,0,Espeon,87.5,196,130.0,95.0,Sun Pokémon,110.0,525.0,Psychic,,1,26.5
238,2,Synchronize,,Inner Focus,65.0,184.0,35.0,45.0,110.0,35.0,Field,,1,2,Medium Fast,1.0,95.0,0,0,0,Umbreon,87.5,197,60.0,130.0,Moonlight Pokémon,65.0,525.0,Dark,,1,27.0
239,3,Oblivious,Own Tempo,Regenerator,75.0,172.0,70.0,70.0,80.0,20.0,Monster,Water 1,2,2,Medium Fast,2.0,95.0,0,0,0,Murkrow,50.0,198,100.0,110.0,Royal Pokémon,30.0,490.0,Water,Psychic,2,79.5
240,1,,,Regenerator,,,,,,,,,0,2,,,,0,0,0,Slowking,,199,,,,,,,,0,
241,1,Levitate,,,60.0,87.0,35.0,45.0,60.0,25.0,Amorphous,,1,2,Fast,0.7,60.0,0,0,0,Misdreavus,50.0,200,85.0,85.0,Screech Pokémon,85.0,435.0,Ghost,,1,1.0
242,1,Levitate,,,72.0,118.0,70.0,225.0,48.0,40.0,Undiscovered,,1,2,Medium Fast,0.5,48.0,0,0,0,Unown,,201,72.0,48.0,Symbol Pokémon,48.0,336.0,Psychic,,1,5.0
243,2,Shadow Tag,,Telepathy,33.0,142.0,70.0,45.0,58.0,20.0,Amorphous,,1,2,Medium Fast,1.3,190.0,0,0,0,Wobbuffet,50.0,202,33.0,58.0,Patient Pokémon,33.0,405.0,Psychic,,1,28.5
244,3,Inner Focus,Early Bird,Sap Sipper,80.0,159.0,70.0,60.0,65.0,20.0,Field,,1,2,Medium Fast,1.5,70.0,0,0,0,Girafarig,50.0,203,90.0,65.0,Long Neck Pokémon,85.0,455.0,Normal,Psychic,2,41.5
245,2,Sturdy,,Overcoat,65.0,58.0,70.0,190.0,90.0,20.0,Bug,,1,2,Medium Fast,0.6,50.0,0,0,0,Pineco,50.0,204,35.0,35.0,Bagworm Pokémon,15.0,290.0,Bug,,1,7.2
246,2,Sturdy,,Overcoat,90.0,163.0,70.0,75.0,140.0,20.0,Bug,,1,2,Medium Fast,1.2,75.0,0,0,0,Forretress,50.0,205,60.0,60.0,Bagworm Pokémon,40.0,465.0,Bug,Steel,2,125.8
247,3,Serene Grace,Run Away,Rattled,70.0,145.0,70.0,190.0,70.0,20.0,Field,,1,2,Medium Fast,1.5,100.0,0,0,0,Dunsparce,50.0,206,65.0,65.0,Land Snake Pokémon,45.0,415.0,Normal,,1,14.0
248,3,Hyper Cutter,Sand Veil,Immunity,75.0,86.0,70.0,60.0,105.0,20.0,Bug,,1,2,Medium Slow,1.1,65.0,0,0,0,Gligar,50.0,207,35.0,65.0,FlyScorpion Pokémon,85.0,430.0,Ground,Flying,2,64.8
249,3,Rock Head,Sturdy,Sheer Force,85.0,179.0,70.0,25.0,200.0,25.0,Mineral,,1,2,Medium Fast,9.2,75.0,0,0,0,Steelix,50.0,208,55.0,65.0,Iron Snake Pokémon,30.0,510.0,Steel,Ground,2,400.0
250,1,Sand Force,,,125.0,214.0,70.0,25.0,230.0,25.0,Mineral,,1,2,Medium Fast,10.5,75.0,0,0,0,Mega Steelix,50.0,208,55.0,95.0,Iron Snake Pokémon,30.0,610.0,Steel,Ground,2,740.0
251,3,Intimidate,Run Away,Rattled,80.0,60.0,70.0,190.0,50.0,20.0,Fairy,Field,2,2,Fast,0.6,60.0,0,0,0,Snubbull,25.0,209,40.0,40.0,Fairy Pokémon,30.0,300.0,Fairy,,1,7.8
252,3,Intimidate,Quick Feet,Rattled,120.0,158.0,70.0,75.0,75.0,20.0,Fairy,Field,2,2,Fast,1.4,90.0,0,0,0,Granbull,25.0,210,60.0,60.0,Fairy Pokémon,45.0,450.0,Fairy,,1,48.7
253,3,Poison Point,Swift Swim,Intimidate,95.0,88.0,70.0,45.0,85.0,20.0,Water 2,,1,2,Medium Fast,0.5,65.0,0,0,0,Qwilfish,50.0,211,55.0,55.0,Balloon Pokémon,85.0,440.0,Water,Poison,2,3.9
254,3,Swarm,Technician,Light Metal,130.0,175.0,70.0,25.0,100.0,25.0,Bug,,1,2,Medium Fast,1.8,70.0,0,0,0,Scizor,50.0,212,55.0,80.0,Pincer Pokémon,65.0,500.0,Bug,Steel,2,118.0
255,1,Technician,,,150.0,210.0,70.0,25.0,140.0,25.0,Bug,,1,2,Medium Fast,2.0,70.0,0,0,0,Mega Scizor,50.0,212,65.0,100.0,Pincer Pokémon,75.0,600.0,Bug,Steel,2,125.0
256,3,Sturdy,Gluttony,Contrary,10.0,177.0,70.0,190.0,230.0,20.0,Bug,,1,2,Medium Slow,0.6,20.0,0,0,0,Shuckle,50.0,213,10.0,230.0,Mold Pokémon,5.0,505.0,Bug,Rock,2,20.5
257,3,Swarm,Guts,Moxie,125.0,175.0,70.0,45.0,75.0,25.0,Bug,,1,2,Slow,1.5,80.0,0,0,0,Heracross,50.0,214,40.0,95.0,Single Horn Pokémon,85.0,500.0,Bug,Fighting,2,54.0
258,1,Skill Link,,,185.0,210.0,70.0,45.0,115.0,25.0,Bug,,1,2,Slow,1.7,80.0,0,0,0,Mega Heracross,50.0,214,40.0,105.0,Single Horn Pokémon,75.0,600.0,Bug,Fighting,2,62.5
259,3,Inner Focus,Keen Eye,Pickpocket,95.0,86.0,35.0,60.0,55.0,20.0,Field,,1,2,Medium Slow,0.9,55.0,0,0,0,Sneasel,50.0,215,35.0,75.0,Sharp Claw Pokémon,115.0,430.0,Dark,Ice,2,28.0
260,3,Pickup,Quick Feet,Honey Gather,80.0,66.0,70.0,120.0,50.0,20.0,Field,,1,2,Medium Fast,0.6,60.0,0,0,0,Teddiursa,50.0,216,50.0,50.0,Little Bear Pokémon,40.0,330.0,Normal,,1,8.8
261,3,Guts,Quick Feet,Unnerve,130.0,175.0,70.0,60.0,75.0,20.0,Field,,1,2,Medium Fast,1.8,90.0,0,0,0,Ursaring,50.0,217,75.0,75.0,Hibernator Pokémon,55.0,500.0,Normal,,1,125.8
262,3,Magma Armor,Flame Body,Weak Armor,40.0,50.0,70.0,190.0,40.0,20.0,Amorphous,,1,2,Medium Fast,0.7,40.0,0,0,0,Slugma,50.0,218,70.0,40.0,Lava Pokémon,20.0,250.0,Fire,,1,35.0
263,3,Magma Armor,Flame Body,Weak Armor,50.0,151.0,70.0,75.0,120.0,20.0,Amorphous,,1,2,Medium Fast,0.8,60.0,0,0,0,Magcargo,50.0,219,90.0,80.0,Lava Pokémon,30.0,430.0,Fire,Rock,2,55.0
264,3,Oblivious,Snow Cloak,Thick Fat,50.0,50.0,70.0,225.0,40.0,20.0,Field,,1,2,Slow,0.4,50.0,0,0,0,Swinub,50.0,220,30.0,30.0,Pig Pokémon,50.0,250.0,Ice,Ground,2,6.5
265,3,Oblivious,Snow Cloak,Thick Fat,100.0,158.0,70.0,75.0,80.0,20.0,Field,,1,2,Slow,1.1,100.0,0,0,0,Piloswine,50.0,221,60.0,60.0,Swine Pokémon,50.0,450.0,Ice,Ground,2,55.8
266,3,Hustle,Natural Cure,Regenerator,55.0,144.0,70.0,60.0,95.0,20.0,Water 1,Water 3,2,2,Fast,0.6,65.0,0,0,0,Corsola,25.0,222,65.0,95.0,Coral Pokémon,35.0,410.0,Water,Rock,2,5.0
267,2,Weak Armor,,Cursed Body,55.0,,,,100.0,20.0,Water 1,Water 3,2,2,Fast,0.6,60.0,0,0,0,Galarian Corsola,,222,65.0,100.0,Coral Pokémon,30.0,410.0,Ghost,,1,0.5
268,3,Hustle,Sniper,Moody,65.0,60.0,70.0,190.0,35.0,20.0,Water 1,Water 2,2,2,Medium Fast,0.6,35.0,0,0,0,Remoraid,50.0,223,65.0,35.0,Jet Pokémon,65.0,300.0,Water,,1,12.0
269,3,Suction Cups,Sniper,Moody,105.0,168.0,70.0,75.0,75.0,20.0,Water 1,Water 2,2,2,Medium Fast,0.9,75.0,0,0,0,Octillery,50.0,224,105.0,75.0,Jet Pokémon,45.0,480.0,Water,,1,28.5
270,3,Vital Spirit,Hustle,Insomnia,55.0,116.0,70.0,45.0,45.0,20.0,Field,Water 1,2,2,Fast,0.9,45.0,0,0,0,Delibird,50.0,225,65.0,45.0,Delivery Pokémon,75.0,330.0,Ice,Flying,2,16.0
271,3,Swift Swim,Water Absorb,Water Veil,40.0,170.0,70.0,25.0,70.0,25.0,Water 1,,1,2,Slow,2.1,85.0,0,0,0,Mantine,50.0,226,80.0,140.0,Kite Pokémon,70.0,485.0,Water,Flying,2,220.0
272,3,Keen Eye,Sturdy,Weak Armor,80.0,163.0,70.0,25.0,140.0,25.0,Flying,,1,2,Slow,1.7,65.0,0,0,0,Skarmory,50.0,227,40.0,70.0,Armor Bird Pokémon,70.0,465.0,Steel,Flying,2,50.5
273,3,Early Bird,Flash Fire,Unnerve,60.0,66.0,35.0,120.0,30.0,20.0,Field,,1,2,Slow,0.6,45.0,0,0,0,Houndour,50.0,228,80.0,50.0,Dark Pokémon,65.0,330.0,Dark,Fire,2,10.8
274,3,Early Bird,Flash Fire,Unnerve,90.0,175.0,35.0,45.0,50.0,20.0,Field,,1,2,Slow,1.4,75.0,0,0,0,Houndoom,50.0,229,110.0,80.0,Dark Pokémon,95.0,500.0,Dark,Fire,2,35.0
275,1,Solar Power,,,90.0,210.0,35.0,45.0,90.0,20.0,Field,,1,2,Slow,1.9,75.0,0,0,0,Mega Houndoom,50.0,229,140.0,90.0,Dark Pokémon,115.0,600.0,Dark,Fire,2,49.5
276,3,Swift Swim,Sniper,Damp,95.0,243.0,70.0,45.0,95.0,20.0,Dragon,Water 1,2,2,Medium Fast,1.8,75.0,0,0,0,Kingdra,50.0,230,95.0,95.0,Dragon Pokémon,85.0,540.0,Water,Dragon,2,152.0
277,2,Pickup,,Sand Veil,60.0,66.0,70.0,120.0,60.0,20.0,Field,,1,2,Medium Fast,0.5,90.0,0,0,0,Phanpy,50.0,231,40.0,40.0,Long Nose Pokémon,40.0,330.0,Ground,,1,33.5
278,2,Sturdy,,Sand Veil,120.0,175.0,70.0,60.0,120.0,20.0,Field,,1,2,Medium Fast,1.1,90.0,0,0,0,Donphan,50.0,232,60.0,60.0,Armor Pokémon,50.0,500.0,Ground,,1,120.0
279,3,Trace,Download,Analytic,80.0,180.0,70.0,45.0,90.0,20.0,Mineral,,1,2,Medium Fast,0.6,85.0,0,0,0,Porygon2,,233,105.0,95.0,Virtual Pokémon,60.0,515.0,Normal,,1,32.5
280,3,Intimidate,Frisk,Sap Sipper,95.0,163.0,70.0,45.0,62.0,20.0,Field,,1,2,Slow,1.4,73.0,0,0,0,Stantler,50.0,234,85.0,65.0,Big Horn Pokémon,85.0,465.0,Normal,,1,71.2
281,3,Own Tempo,Technician,Moody,20.0,88.0,70.0,45.0,35.0,20.0,Field,,1,2,Fast,1.2,55.0,0,0,0,Smeargle,50.0,235,20.0,45.0,Painter Pokémon,75.0,250.0,Normal,,1,58.0
282,3,Guts,Steadfast,Vital Spirit,35.0,42.0,70.0,75.0,35.0,25.0,Undiscovered,,1,2,Medium Fast,0.7,35.0,0,0,0,Tyrogue,100.0,236,35.0,35.0,Scuffle Pokémon,35.0,210.0,Fighting,,1,21.0
283,3,Intimidate,Technician,Steadfast,95.0,159.0,70.0,45.0,95.0,25.0,Human-Like,,1,2,Medium Fast,1.4,50.0,0,0,0,Hitmontop,100.0,237,35.0,110.0,Handstand Pokémon,70.0,455.0,Fighting,,1,48.0
284,3,Oblivious,Forewarn,Hydration,30.0,61.0,70.0,45.0,15.0,25.0,Undiscovered,,1,2,Medium Fast,0.4,45.0,0,0,0,Smoochum,0.0,238,85.0,65.0,Kiss Pokémon,65.0,305.0,Ice,Psychic,2,6.0
285,2,Static,,Vital Spirit,63.0,72.0,70.0,45.0,37.0,25.0,Undiscovered,,1,2,Medium Fast,0.6,45.0,0,0,0,Elekid,75.0,239,65.0,55.0,Electric Pokémon,95.0,360.0,Electric,,1,23.5
286,2,Flame Body,,Vital Spirit,75.0,73.0,70.0,45.0,37.0,25.0,Undiscovered,,1,2,Medium Fast,0.7,45.0,0,0,0,Magby,75.0,240,70.0,55.0,Live Coal Pokémon,83.0,365.0,Fire,,1,21.4
287,3,Thick Fat,Scrappy,Sap Sipper,80.0,172.0,70.0,45.0,105.0,20.0,Field,,1,2,Slow,1.2,95.0,0,0,0,Miltank,0.0,241,40.0,70.0,Milk Cow Pokémon,100.0,490.0,Normal,,1,75.5
288,3,Natural Cure,Serene Grace,Healer,10.0,608.0,140.0,30.0,10.0,40.0,Fairy,,1,2,Fast,1.5,255.0,0,0,0,Blissey,0.0,242,75.0,135.0,Happiness Pokémon,55.0,540.0,Normal,,1,46.8
289,2,Pressure,,Inner Focus,85.0,261.0,35.0,3.0,75.0,80.0,Undiscovered,,1,2,Slow,1.9,90.0,0,0,1,Raikou,,243,115.0,100.0,Thunder Pokémon,115.0,580.0,Electric,,1,178.0
290,2,Pressure,,Inner Focus,115.0,261.0,35.0,3.0,85.0,80.0,Undiscovered,,1,2,Slow,2.1,115.0,0,0,1,Entei,,244,90.0,75.0,Volcano Pokémon,100.0,580.0,Fire,,1,198.0
291,2,Pressure,,Inner Focus,75.0,261.0,35.0,3.0,115.0,80.0,Undiscovered,,1,2,Slow,2.0,100.0,0,0,1,Suicune,,245,90.0,115.0,Aurora Pokémon,85.0,580.0,Water,,1,187.0
292,2,Guts,,Sand Veil,64.0,60.0,35.0,45.0,50.0,40.0,Monster,,1,2,Slow,0.6,50.0,0,0,0,Larvitar,50.0,246,45.0,50.0,Rock Skin Pokémon,41.0,300.0,Rock,Ground,2,72.0
293,1,Shed Skin,,,84.0,144.0,35.0,45.0,70.0,40.0,Monster,,1,2,Slow,1.2,70.0,0,0,0,Pupitar,50.0,247,65.0,70.0,Hard Shell Pokémon,51.0,410.0,Rock,Ground,2,152.0
294,2,Sand Stream,,Unnerve,134.0,270.0,35.0,45.0,110.0,40.0,Monster,,1,2,Slow,2.0,100.0,0,0,0,Tyranitar,50.0,248,95.0,100.0,Armor Pokémon,61.0,600.0,Rock,Dark,2,202.0
295,1,Sand Stream,,,164.0,315.0,35.0,45.0,150.0,40.0,Monster,,1,2,Slow,2.5,100.0,0,0,0,Mega Tyranitar,50.0,248,95.0,120.0,Armor Pokémon,71.0,700.0,Rock,Dark,2,255.0
296,2,Pressure,,Multiscale,90.0,306.0,0.0,3.0,130.0,120.0,Undiscovered,,1,2,Slow,5.2,106.0,1,0,0,Lugia,,249,90.0,154.0,Diving Pokémon,110.0,680.0,Psychic,Flying,2,216.0
297,2,Pressure,,Regenerator,130.0,306.0,0.0,3.0,90.0,120.0,Undiscovered,,1,2,Slow,3.8,106.0,1,0,0,Ho-oh,,250,110.0,154.0,Rainbow Pokémon,90.0,680.0,Fire,Flying,2,199.0
298,1,Natural Cure,,,100.0,270.0,100.0,45.0,100.0,120.0,Undiscovered,,1,2,Medium Slow,0.6,100.0,0,1,0,Celebi,,251,100.0,100.0,Time Travel Pokémon,100.0,600.0,Psychic,Grass,2,5.0
299,2,Overgrow,,Unburden,45.0,62.0,70.0,45.0,35.0,20.0,Dragon,Monster,2,3,Medium Slow,0.5,40.0,0,0,0,Treecko,87.5,252,65.0,55.0,Wood Gecko Pokémon,70.0,310.0,Grass,,1,5.0
300,2,Overgrow,,Unburden,65.0,142.0,70.0,45.0,45.0,20.0,Dragon,Monster,2,3,Medium Slow,0.9,50.0,0,0,0,Grovyle,87.5,253,85.0,65.0,Wood Gecko Pokémon,95.0,405.0,Grass,,1,21.6
301,2,Overgrow,,Unburden,85.0,239.0,70.0,45.0,65.0,20.0,Dragon,Monster,2,3,Medium Slow,1.7,70.0,0,0,0,Sceptile,87.5,254,105.0,85.0,Forest Pokémon,120.0,530.0,Grass,,1,52.2
302,1,Lightning Rod,,,110.0,284.0,70.0,45.0,75.0,20.0,Dragon,Monster,2,3,Medium Slow,1.9,70.0,0,0,0,Mega Sceptile,87.5,254,145.0,85.0,Forest Pokémon,145.0,630.0,Grass,Dragon,2,55.2
303,2,Blaze,,Speed Boost,60.0,62.0,70.0,45.0,40.0,20.0,Field,,1,3,Medium Slow,0.4,45.0,0,0,0,Torchic,87.5,255,70.0,50.0,Chick Pokémon,45.0,310.0,Fire,,1,2.5
304,2,Blaze,,Speed Boost,85.0,142.0,70.0,45.0,60.0,20.0,Field,,1,3,Medium Slow,0.9,60.0,0,0,0,Combusken,87.5,256,85.0,60.0,Young Fowl Pokémon,55.0,405.0,Fire,Fighting,2,19.5
305,2,Blaze,,Speed Boost,120.0,239.0,70.0,45.0,70.0,20.0,Field,,1,3,Medium Slow,1.9,80.0,0,0,0,Blaziken,87.5,257,110.0,70.0,Blaze Pokémon,80.0,530.0,Fire,Fighting,2,52.0
306,1,Speed Boost,,,160.0,284.0,70.0,45.0,80.0,20.0,Field,,1,3,Medium Slow,1.9,80.0,0,0,0,Mega Blaziken,87.5,257,130.0,80.0,Blaze Pokémon,100.0,630.0,Fire,Fighting,2,52.0
307,2,Torrent,,Damp,70.0,62.0,70.0,45.0,50.0,20.0,Monster,Water 1,2,3,Medium Slow,0.4,50.0,0,0,0,Mudkip,87.5,258,50.0,50.0,Mud Fish Pokémon,40.0,310.0,Water,,1,7.6
308,2,Torrent,,Damp,85.0,142.0,70.0,45.0,70.0,20.0,Monster,Water 1,2,3,Medium Slow,0.7,70.0,0,0,0,Marshtomp,87.5,259,60.0,70.0,Mud Fish Pokémon,50.0,405.0,Water,Ground,2,28.0
309,2,Torrent,,Damp,110.0,241.0,70.0,45.0,90.0,20.0,Monster,Water 1,2,3,Medium Slow,1.5,100.0,0,0,0,Swampert,87.5,260,85.0,90.0,Mud Fish Pokémon,60.0,535.0,Water,Ground,2,81.9
310,1,Swift Swim,,,150.0,286.0,70.0,45.0,110.0,20.0,Monster,Water 1,2,3,Medium Slow,1.9,100.0,0,0,0,Mega Swampert,87.5,260,95.0,110.0,Mud Fish Pokémon,70.0,635.0,Water,Ground,2,102.0
311,3,Run Away,Quick Feet,Rattled,55.0,56.0,70.0,255.0,35.0,15.0,Field,,1,3,Medium Fast,0.5,35.0,0,0,0,Poochyena,50.0,261,30.0,30.0,Bite Pokémon,35.0,220.0,Dark,,1,13.6
312,3,Intimidate,Quick Feet,Moxie,90.0,147.0,70.0,127.0,70.0,15.0,Field,,1,3,Medium Fast,1.0,70.0,0,0,0,Mightyena,50.0,262,60.0,60.0,Bite Pokémon,70.0,420.0,Dark,,1,37.0
313,3,Pickup,Gluttony,Quick Feet,30.0,56.0,70.0,255.0,41.0,15.0,Field,,1,3,Medium Fast,0.4,38.0,0,0,0,Zigzagoon,50.0,263,30.0,41.0,TinyRaccoon Pokémon,60.0,240.0,Normal,,1,17.5
314,3,Pickup,Gluttony,Quick Feet,30.0,,,,41.0,15.0,Field,,1,3,Medium Fast,0.4,38.0,0,0,0,Galarian Zigzagoon,,263,30.0,41.0,Tiny Raccoon Pokémon,60.0,240.0,Dark,Normal,2,17.5
315,3,Pickup,Gluttony,Quick Feet,70.0,147.0,70.0,90.0,61.0,15.0,Field,,1,3,Medium Fast,0.5,78.0,0,0,0,Linoone,50.0,264,50.0,61.0,Rushing Pokémon,100.0,420.0,Normal,,1,32.5
316,3,Pickup,Gluttony,Quick Feet,70.0,,,,61.0,15.0,Field,,1,3,Medium Fast,0.5,78.0,0,0,0,Galarian Linoone,,264,50.0,61.0,Rushing Pokémon,100.0,420.0,Dark,Normal,2,32.5
317,2,Shield Dust,,Run Away,45.0,56.0,70.0,255.0,35.0,15.0,Bug,,1,3,Medium Fast,0.3,45.0,0,0,0,Wurmple,50.0,265,20.0,30.0,Worm Pokémon,20.0,195.0,Bug,,1,3.6
318,1,Shed Skin,,,35.0,72.0,70.0,120.0,55.0,15.0,Bug,,1,3,Medium Fast,0.6,50.0,0,0,0,Silcoon,50.0,266,25.0,25.0,Cocoon Pokémon,15.0,205.0,Bug,,1,10.0
319,2,Swarm,,Rivalry,70.0,178.0,70.0,45.0,50.0,15.0,Bug,,1,3,Medium Fast,1.0,60.0,0,0,0,Beautifly,50.0,267,100.0,50.0,Butterfly Pokémon,65.0,395.0,Bug,Flying,2,28.4
320,1,Shed Skin,,,35.0,72.0,70.0,120.0,55.0,15.0,Bug,,1,3,Medium Fast,0.7,50.0,0,0,0,Cascoon,50.0,268,25.0,25.0,Cocoon Pokémon,15.0,205.0,Bug,,1,11.5
321,2,Shield Dust,,Compound Eyes,50.0,173.0,70.0,45.0,70.0,15.0,Bug,,1,3,Medium Fast,1.2,60.0,0,0,0,Dustox,50.0,269,50.0,90.0,Poison Moth Pokémon,65.0,385.0,Bug,Poison,2,31.6
322,3,Swift Swim,Rain Dish,Own Tempo,30.0,44.0,70.0,255.0,30.0,15.0,Grass,Water 1,2,3,Medium Slow,0.5,40.0,0,0,0,Lotad,50.0,270,40.0,50.0,Water Weed Pokémon,30.0,220.0,Water,Grass,2,2.6
323,3,Swift Swim,Rain Dish,Own Tempo,50.0,119.0,70.0,120.0,50.0,15.0,Grass,Water 1,2,3,Medium Slow,1.2,60.0,0,0,0,Lombre,50.0,271,60.0,70.0,Jolly Pokémon,50.0,340.0,Water,Grass,2,32.5
324,3,Swift Swim,Rain Dish,Own Tempo,70.0,216.0,70.0,45.0,70.0,15.0,Grass,Water 1,2,3,Medium Slow,1.5,80.0,0,0,0,Ludicolo,50.0,272,90.0,100.0,Carefree Pokémon,70.0,480.0,Water,Grass,2,55.0
325,3,Chlorophyll,Early Bird,Pickpocket,40.0,44.0,70.0,255.0,50.0,15.0,Field,Grass,2,3,Medium Slow,0.5,40.0,0,0,0,Seedot,50.0,273,30.0,30.0,Acorn Pokémon,30.0,220.0,Grass,,1,4.0
326,3,Chlorophyll,Early Bird,Pickpocket,70.0,119.0,70.0,120.0,40.0,15.0,Field,Grass,2,3,Medium Slow,1.0,70.0,0,0,0,Nuzleaf,50.0,274,60.0,40.0,Wily Pokémon,60.0,340.0,Grass,Dark,2,28.0
327,3,Chlorophyll,Early Bird,Pickpocket,100.0,216.0,70.0,45.0,60.0,15.0,Field,Grass,2,3,Medium Slow,1.3,90.0,0,0,0,Shiftry,50.0,275,90.0,60.0,Wicked Pokémon,80.0,480.0,Grass,Dark,2,59.6
328,2,Guts,,Scrappy,55.0,54.0,70.0,200.0,30.0,15.0,Flying,,1,3,Medium Slow,0.3,40.0,0,0,0,Taillow,50.0,276,30.0,30.0,TinySwallow Pokémon,85.0,270.0,Normal,Flying,2,2.3
