url,family,type,fat_content,calcium_content,texture,rind,color,flavor,aroma,vegetarian,vegan,synonyms,alt_spellings,producers
https://www.cheese.com/cathelain/,,soft,,,smooth,,,sour,,False,False,,,
https://www.cheese.com/bavarian-bergkase/,,"hard, artisan",62%,,"crumbly, firm, open",natural,pale yellow,"full-flavored, nutty, spicy","aromatic, rich",False,False,"Allgäuer Bergkäse DOP, Allgauer Bergkase",Bawarii Bergkäse,
https://www.cheese.com/blissful-toppings/,Parmesan,soft,,,crumbly,artificial,yellow,"savory, sharp",,True,False,"Lactose Free Parmesan Grated Topping, Dairy Free Parmesan Grated Topping",,GO Veggie!
https://www.cheese.com/perlagrigia-sotto-cenere/,,soft,,,compact,ash coated,pale yellow,"sharp, spicy","aromatic, smokey",False,False,,,La Casearia Carpenedo S.r.l.
https://www.cheese.com/string/,,semi-hard,,,"chewy, firm, stringy",,,,,,,,,
https://www.cheese.com/prairie-tomme/,Tomme,"semi-hard, artisan",,,"firm, smooth",natural,cream,"buttery, nutty",,False,False,,,Green Dirt Farm
https://www.cheese.com/stella-feta/,Feta,"firm, artisan",,,"crumbly, firm",,white,tangy,fresh,True,False,,,
https://www.cheese.com/selles-sur-cher/,,soft,,,firm,ash coated,,tangy,"lactic, nutty",,,,,
https://www.cheese.com/briquette-du-forez/,Brie,"soft, soft-ripened",,,creamy,natural,white,smooth,"goaty, pleasant",False,False,,,
https://www.cheese.com/marisa/,,"semi-soft, artisan",,,"dense, firm",,white,"mellow, sweet",pleasant,True,False,,,Carr Valley Cheese Company
https://www.cheese.com/barden-blue/,Blue,"semi-hard, artisan, blue-veined",,,"buttery, dense, open",natural,yellow,"mild, nutty, spicy, tangy","barnyardy, herbal",False,False,,,Consider Bardwell Farm
https://www.cheese.com/pecorino-di-vigna/,Pecorino,"semi-soft, artisan",,,"smooth, soft",leaf wrapped,straw,"herbaceous, smooth","aromatic, herbal",,,,,Romaniae Terrae
https://www.cheese.com/saint-andre/,Brie,"soft, soft-ripened",,,"creamy, dense",bloomy,ivory,"buttery, tangy",rich,,,,"St. Andre, Saint Andre, St André",
https://www.cheese.com/pepato/,,"semi-hard, artisan",,,"creamy, flaky",natural,straw,"salty, spicy",spicy,,,Pecorino Pepato,,
https://www.cheese.com/burgos/,,fresh soft,46-60%,,creamy,rindless,white,"mild, milky",fresh,False,False,"Queso de Burgos, Fromage Burgos, Burgos käse",,
https://www.cheese.com/latteria-navel/,,"hard, soft-ripened",,,brittle,natural,straw,full-flavored,aromatic,,,,,
https://www.cheese.com/chhurpi/,Cottage,"soft, hard, artisan",,,dense,natural,pale yellow,tangy,,,,"Durkha, Chhur singba, Sherkam, Chhur mingba",Churpi,
https://www.cheese.com/amarelo-de-beira-baixa/,,"semi-firm, artisan",45-60%,,,,yellow,acidic,,False,False,"Amarelo da Beira Baixa Cheese (DOP), Queijo amarelo da Beira Baixa",,
https://www.cheese.com/cap-cressy/,,"semi-hard, artisan, smear-ripened",,,"compact, dense",washed,pale yellow,"mellow, savory, sweet",lactic,,,,,Fifth Town Artisan Cheese
https://www.cheese.com/montasio/,,semi-firm,,,creamy,,,"mild, smooth","aromatic, pleasant",False,False,"Montasio Mitica® DOP, Montasio Mitica DOP",,
https://www.cheese.com/cuor-di-burrata/,,soft,,,"creamy, smooth",,white,"buttery, milky, sweet","fresh, herbal, nutty",False,False,,,Casa Madaio
https://www.cheese.com/basajo/,Blue,"semi-soft, blue-veined",,,creamy,,,sweet,fruity,False,False,,,
